1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 9.510000000000000397e-02
1.690490000000000048e-01 0.000000000000000000e+00 3.749999999999999167e-02
1.690490000000000048e-01 0.000000000000000000e+00 3.749999999999999167e-02
1.690490000000000048e-01 0.000000000000000000e+00 3.749999999999999167e-02
1.694239998876627684e-01 -6.180183539919540062e-06 7.770218145275115118e-02
1.749151678756769579e-01 -3.609833456863238005e-04 2.351920363384162604e-01
1.866122255298518773e-01 -1.696223525186873332e-03 3.874653465794410945e-01
2.096057072940355759e-01 -4.456287479275444600e-03 5.689026420262128791e-01
2.096057072940355759e-01 -4.456287479275444600e-03 5.689026420262128791e-01
2.096057072940355759e-01 -4.456287479275444600e-03 5.689026420262128791e-01
2.343259021734403480e-01 -9.124375294634320954e-03 7.107994032131135231e-01
2.644443266506928403e-01 -1.617623837140345910e-02 8.483667499137650392e-01
3.093638954892856674e-01 -2.765176196638538531e-02 1.012341315661737129e+00
3.619808934663921729e-01 -4.242566247747389663e-02 1.178466561968600335e+00
4.093302114431834893e-01 -5.684464999162761739e-02 1.298881164114463305e+00
4.608816516498260851e-01 -7.382921285873897399e-02 1.413050463313433536e+00
5.306436202119667600e-01 -9.898758340335131467e-02 1.547845196416314018e+00
5.902894432478059672e-01 -1.222183486608433844e-01 1.645976293760405440e+00
6.694126819201411394e-01 -1.539618811129227494e-01 1.766858578592549467e+00
7.359036435831113332e-01 -1.823656545229499493e-01 1.855451843451552563e+00
7.529589844850819169e-01 -1.898796442539492646e-01 1.880667299762193823e+00
7.529589844850819169e-01 -1.898796442539492646e-01 1.880667299762193823e+00
8.402715977316735918e-01 -2.300237851240385933e-01 1.828095984939623886e+00
9.074064207563239393e-01 -2.634434517871194203e-01 1.774684496954800350e+00
9.722215821285702386e-01 -2.966891078722363462e-01 1.725360319816944266e+00
1.050234644902643844e+00 -3.367161578616283957e-01 1.711430575469272464e+00
1.111676798405635047e+00 -3.673962204349969785e-01 1.671510301459400383e+00
1.189333378046423695e+00 -4.047251627542445274e-01 1.799072897865192200e+00
1.189333378046423695e+00 -4.047251627542445274e-01 1.799072897865192200e+00
1.189333378046423695e+00 -4.047251627542445274e-01 1.799072897865192200e+00
1.256310835118330305e+00 -4.352978367449513164e-01 1.910629948023566005e+00
1.345254156385358391e+00 -4.759738949431493449e-01 2.033428596492503182e+00
1.420391518643420392e+00 -5.101345531600357530e-01 2.128733269703403597e+00
1.518412665024020392e+00 -5.564288046387108055e-01 2.240939795766734299e+00
1.600537315614723788e+00 -5.960623051847173670e-01 2.324476701519054611e+00
1.685662601707063946e+00 -6.370890950224894489e-01 2.407250542740943189e+00
1.796957287097902922e+00 -6.888127021700587438e-01 2.521943416960633400e+00
1.888538565378919731e+00 -7.307285809238341923e-01 2.459981586263132680e+00
2.001957738474018811e+00 -7.831365352298145233e-01 2.555727444763286282e+00
2.095311031054771345e+00 -8.280516049056108052e-01 2.645610692003954156e+00
2.215882433564316134e+00 -8.862717097691120705e-01 2.735284690755715342e+00
2.314923552162460929e+00 -9.344508499478123564e-01 2.801619278395895307e+00
2.340177060342091497e+00 -9.465817604482221759e-01 2.803276814410199158e+00
2.340177060342091497e+00 -9.465817604482221759e-01 2.803276814410199158e+00
2.442709087005626944e+00 -9.949071044309442113e-01 2.880048030434262163e+00
2.573740464555281271e+00 -1.055700522334209968e+00 2.826993282804339813e+00
2.675993865676900896e+00 -1.103283595694554808e+00 2.756560412434836849e+00
2.700902868200130591e+00 -1.115090744312833282e+00 2.777440930698950705e+00
2.700902868200130591e+00 -1.115090744312833282e+00 2.777440930698950705e+00
2.801961325147092730e+00 -1.164119273145805211e+00 2.858319898077497090e+00
2.927808901102662453e+00 -1.226328619209538173e+00 2.809136960220359303e+00
3.025518203597898914e+00 -1.274719967038422608e+00 2.740808135084625174e+00
3.145396395622063856e+00 -1.332419325796705190e+00 2.694559723163081344e+00
3.267740055255532017e+00 -1.390177504647321260e+00 2.646721112435894696e+00
3.364551188948862848e+00 -1.435676549937947133e+00 2.712808733235181791e+00
3.389133278416285755e+00 -1.447152527552460377e+00 2.734494622194322044e+00
3.389133278416285755e+00 -1.447152527552460377e+00 2.734494622194322044e+00
3.486661093874427575e+00 -1.492598202648442784e+00 2.667698673072628868e+00
3.581605823632105778e+00 -1.537286357996784369e+00 2.601758172627484100e+00
3.700544216688291144e+00 -1.595233067295756646e+00 2.710756867601997300e+00
3.823532404803611229e+00 -1.655479745404882852e+00 2.779685301359898997e+00
3.924394095288522788e+00 -1.705190479542499249e+00 2.843265481197112532e+00
3.949887808958005397e+00 -1.717779966807080338e+00 2.863455612128047889e+00
3.949887808958005397e+00 -1.717779966807080338e+00 2.863455612128047889e+00
4.079812810659112721e+00 -1.781651000556862208e+00 2.942469810954393861e+00
4.187105898471639165e+00 -1.832598462124513938e+00 3.014263296778015633e+00
4.294370943572717536e+00 -1.883360729943914791e+00 2.939404976182623308e+00
4.425018041715006234e+00 -1.944821424602496851e+00 2.886878467398124926e+00
4.526092773620521648e+00 -1.993337672511703795e+00 2.815733046037712128e+00
4.653981886245121657e+00 -2.056702982688463077e+00 2.760784817396437774e+00
4.753904039546636540e+00 -2.106602391455256740e+00 2.690576544829730743e+00
4.851383450841180611e+00 -2.155198149691721188e+00 2.622651165215198255e+00
4.971415901131422288e+00 -2.213198108116929852e+00 2.730243689585002631e+00
5.093806081031018174e+00 -2.271467265255009860e+00 2.683700718262131968e+00
5.093806081031018174e+00 -2.271467265255009860e+00 2.683700718262131968e+00
5.118034449246777307e+00 -2.283010498189094406e+00 2.705521265463296743e+00
5.191616869826736647e+00 -2.317829606413228660e+00 2.749633128367564350e+00
5.316773142387413387e+00 -2.378190489677820985e+00 2.832364870198951223e+00
5.445402185766963221e+00 -2.442070299142526490e+00 2.912778193457890907e+00
5.445402185766963221e+00 -2.442070299142526490e+00 2.912778193457890907e+00
5.471490200536056392e+00 -2.455027316297512474e+00 2.932451580537691171e+00
5.576098712213291009e+00 -2.507307383848490279e+00 2.859005827062107485e+00
5.679331405282571410e+00 -2.558809086220314999e+00 2.918777243412574052e+00
5.812456166433345395e+00 -2.623010570447525058e+00 3.010605817728329914e+00
5.919370176718340204e+00 -2.674183491576298533e+00 2.936151292563366599e+00
6.049598938706367335e+00 -2.736157034186176062e+00 2.883616920538307760e+00
6.150335729708370280e+00 -2.785071502351921247e+00 2.812397937523026581e+00
6.277820517327836747e+00 -2.848961194817887232e+00 2.758397904983492577e+00
6.377426174671043668e+00 -2.899273783732594367e+00 2.841069718454369397e+00
6.377426174671043668e+00 -2.899273783732594367e+00 2.841069718454369397e+00
6.402792442935671957e+00 -2.912069979379601659e+00 2.708469718454369346e+00
6.499229468402461407e+00 -2.960904767629644496e+00 2.641234425648814277e+00
6.619867787453054930e+00 -3.019670825585761165e+00 2.746311162885327395e+00
6.717449732092265258e+00 -3.066088749922321277e+00 2.678893112816883360e+00
6.717449732092265258e+00 -3.066088749922321277e+00 2.678893112816883360e+00
6.741617357197077887e+00 -3.077648683881344827e+00 2.700762867546569357e+00
6.836180896961668196e+00 -3.122680201413690071e+00 2.636011679961800080e+00
6.927965193763348850e+00 -3.167518890829408740e+00 2.571839886605420400e+00
7.044719106915697360e+00 -3.226500602976434706e+00 2.660766501041427201e+00
7.140719802042949205e+00 -3.275414541585138561e+00 2.593282571534500480e+00
7.258196711352487007e+00 -3.334968032744870747e+00 2.683884860055461008e+00
7.355771362809838898e+00 -3.382709942784081214e+00 2.767304493855883063e+00
7.481620194466022333e+00 -3.443906820769397470e+00 2.851474132666171890e+00
7.610817127683860761e+00 -3.507785871894609109e+00 2.935990050044307687e+00
7.716757629022573894e+00 -3.560911903405080459e+00 3.009790655705613993e+00
7.716757629022573894e+00 -3.560911903405080459e+00 3.009790655705613993e+00
7.743546122474109339e+00 -3.574637229339178823e+00 3.019891573011427521e+00
7.852064241480405826e+00 -3.630206900921017166e+00 2.943057097211291939e+00
7.957853549063208298e+00 -3.684415840422247790e+00 2.867625046977524406e+00
8.061524081830560462e+00 -3.736179745041725120e+00 2.945547097041342433e+00
8.194015251611123318e+00 -3.801332302330854063e+00 2.888959069647273115e+00
8.297513175146399078e+00 -3.851964886785712583e+00 2.816607389238268588e+00
8.422992121147146349e+00 -3.913681692742891460e+00 2.767538313490085500e+00
8.522729974415502952e+00 -3.964528963242065274e+00 2.849721887987064051e+00
8.624962807901273010e+00 -4.016829993311658242e+00 2.911817101875625369e+00
